best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0003156192833557725,1.6079189777374268,1.0,0.7338129281997681,9.999999747378752e-05,1335
