classifier,dataset,interpolation,batch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inve_tp,change_inve_tp,acc_mean_tp,change_mean_tp
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.697841726618705,0.021582759541573293,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7266187050359713,-0.007194218875692937,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,125,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7266187050359713,-0.007194218875692937,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,130,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7194244604316546,2.572862367600237e-08,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7266187050359713,-0.007194218875692937,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,135,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7266187050359713,-0.007194218875692937,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,50,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,55,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,60,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7194244604316546,2.572862367600237e-08,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,65,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,70,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7553956834532374,-0.035971197292959056,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,75,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7122302158273381,0.007194270332940178,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,80,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7122302158273381,0.007194270332940178,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,85,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7410071942446043,-0.02158270808432594,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7194244604316546,2.572862367600237e-08,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,90,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7122302158273381,0.007194270332940178,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7338129496402878,-0.014388463480009439,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,Earthquakes,linear,95,140,0.7194244861602783,0.7194244604316546,2.572862367600237e-08,0.7482014388489209,-0.028776952688642554,0.7194244604316546,2.572862367600237e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.3181818181818182,0.2024793570691889,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.24380165289256198,0.27685952235844513,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.1652892561983471,0.35537191905265997,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.11570247933884298,0.4049586959121641,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.11570247933884298,0.4049586959121641,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06611570247933884,0.45454547277166824,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06198347107438017,0.4586777041766269,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06198347107438017,0.4586777041766269,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.05371900826446281,0.4669421669865443,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,100,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.045454545454545456,0.4752066297964616,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.3347107438016529,0.1859504314493542,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.24380165289256198,0.27685952235844513,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.16942148760330578,0.3512396876477013,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.11983471074380166,0.40082646450720544,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.09917355371900827,0.4214876215319988,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.0743801652892562,0.4462810099617509,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06611570247933884,0.45454547277166824,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06198347107438017,0.4586777041766269,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06198347107438017,0.4586777041766269,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,105,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.06198347107438017,0.4586777041766269,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.32231404958677684,0.19834712566423024,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.2231404958677686,0.29752067938323845,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.16942148760330578,0.3512396876477013,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.09504132231404959,0.4256198529369575,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.08677685950413223,0.43388431574687486,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.08677685950413223,0.43388431574687486,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.07024793388429752,0.45041324136670957,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.05371900826446281,0.4669421669865443,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.05371900826446281,0.4669421669865443,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,110,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.03305785123966942,0.48760332401133766,0.5206611570247934,1.8226213649441547e-08
MLP,OSULeaf,fourier,115,243,0.5206611752510071,0.5206611570247934,1.8226213649441547e-08,0.3347107438016529,0.1859504314493542,0.5206611570247934,1.8226213649441547e-08
