best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0003709630691446364,0.44942396879196167,1.0,0.8500000238418579,0.0010000000474974513,4774
