best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.08015419542789459,0.24489371478557587,0.9779999852180481,0.9399999976158142,0.0010000000474974513,4995
