best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
7.789145456627011e-05,0.27565398812294006,1.0,0.9173553586006165,9.999999747378752e-05,1073
