best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0009701373055577278,1.5465706586837769,1.0,0.7266187071800232,0.0010000000474974513,4999
