best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.18142735958099365,1.4125896692276,0.9599999785423279,0.5330578684806824,0.0010000000474974513,4916
