best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.015464786440134048,4.328555583953857,0.9931660294532776,0.7073012590408325,9.999999747378752e-05,1479
