best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0003658860514406115,1.013293981552124,1.0,0.7050359845161438,9.999999747378752e-05,1183
