best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
9.584589133737609e-05,0.2895367741584778,1.0,0.9090909361839294,9.999999747378752e-05,1236
