best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.3470632893586298e-06,0.3296360373497009,1.0,0.8500000238418579,9.999999747378752e-05,1470
