best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.1702783703804016,1.495764136314392,0.9449999928474426,0.5206611752510071,0.0010000000474974513,4985
