loss,accuracy,val_loss,val_accuracy,lr
0.6267601251602173,0.8159999847412109,1.5078729391098022,0.4277777671813965,0.001
0.2624902129173279,0.9359999895095825,1.4739768505096436,0.3548888862133026,0.001
0.21550951898097992,0.9380000233650208,1.452457070350647,0.5757777690887451,0.001
0.19042399525642395,0.949999988079071,1.5440547466278076,0.35288888216018677,0.001
0.19150909781455994,0.9440000057220459,1.5886025428771973,0.02199999988079071,0.001
0.17080633342266083,0.9520000219345093,1.5500831604003906,0.3135555684566498,0.001
0.1587844043970108,0.949999988079071,1.6160376071929932,0.0271111112087965,0.001
0.14383487403392792,0.9599999785423279,1.6083647012710571,0.16066665947437286,0.001
0.12574101984500885,0.9620000123977661,1.5508390665054321,0.21044445037841797,0.001
0.136954665184021,0.9599999785423279,1.6575100421905518,0.03866666555404663,0.001
0.11313900351524353,0.9700000286102295,1.5898292064666748,0.02755555510520935,0.001
0.11043567955493927,0.9660000205039978,1.6236850023269653,0.02133333310484886,0.001
0.09925014525651932,0.9739999771118164,1.617041826248169,0.020666666328907013,0.001
0.09951523691415787,0.9739999771118164,1.6088147163391113,0.052444443106651306,0.001
0.09624608606100082,0.972000002861023,1.5826983451843262,0.03177777677774429,0.001
0.10792779177427292,0.9700000286102295,1.506198763847351,0.27266666293144226,0.001
0.09876646846532822,0.9639999866485596,1.4701896905899048,0.14933332800865173,0.001
0.08799940347671509,0.9779999852180481,1.2388168573379517,0.4082222282886505,0.001
0.07760206609964371,0.9779999852180481,1.2073651552200317,0.3757777810096741,0.001
0.07243648171424866,0.984000027179718,1.128359317779541,0.5397777557373047,0.001
0.07220512628555298,0.9819999933242798,1.2205369472503662,0.3668888807296753,0.001
0.05765409767627716,0.984000027179718,1.3505817651748657,0.1464444398880005,0.001
0.05753878131508827,0.9819999933242798,1.1275615692138672,0.3897777795791626,0.001
0.06714774668216705,0.9779999852180481,0.6249474287033081,0.8782222270965576,0.001
0.07523157447576523,0.9679999947547913,0.4777710437774658,0.8980000019073486,0.001
0.08436570316553116,0.9800000190734863,0.4982599914073944,0.8159999847412109,0.001
0.07349812239408493,0.9800000190734863,0.6658622622489929,0.8035555481910706,0.001
0.06147139146924019,0.9800000190734863,0.5667207837104797,0.8624444603919983,0.001
0.054904211312532425,0.9779999852180481,0.6260517239570618,0.7519999742507935,0.001
0.04943619668483734,0.9860000014305115,0.8922023773193359,0.6973333358764648,0.001
0.053600795567035675,0.9860000014305115,0.503055214881897,0.9079999923706055,0.001
0.043549153953790665,0.9879999756813049,0.3299749791622162,0.9179999828338623,0.001
0.0321391336619854,0.9919999837875366,0.40343204140663147,0.8668888807296753,0.001
0.02872973494231701,0.9919999837875366,0.35795536637306213,0.921999990940094,0.001
0.036971475929021835,0.9879999756813049,0.3732103705406189,0.9224444627761841,0.001
0.024493664503097534,0.9919999837875366,0.3874005675315857,0.886888861656189,0.001
0.029781650751829147,0.9919999837875366,0.30592870712280273,0.9115555286407471,0.001
0.025076575577259064,0.9940000176429749,0.3190506100654602,0.9268888831138611,0.001
0.034677498042583466,0.9900000095367432,0.3700157403945923,0.8613333106040955,0.001
0.022359536960721016,0.9940000176429749,0.33565646409988403,0.910444438457489,0.001
0.017404405400156975,0.9959999918937683,0.3684896230697632,0.9211111068725586,0.001
0.04026911407709122,0.9879999756813049,0.32739245891571045,0.9162222146987915,0.001
0.03877533972263336,0.9860000014305115,0.35855531692504883,0.8993333578109741,0.001
0.03875834494829178,0.9900000095367432,0.3200097680091858,0.9171110987663269,0.001
0.03274265676736832,0.9919999837875366,0.36692965030670166,0.9208889007568359,0.001
0.031031562015414238,0.9919999837875366,0.42166534066200256,0.879111111164093,0.001
0.05755932629108429,0.9860000014305115,1.1313953399658203,0.6615555286407471,0.001
0.06509300321340561,0.984000027179718,0.7825016975402832,0.8657777905464172,0.001
0.10993778705596924,0.9660000205039978,7.26797342300415,0.2262222170829773,0.001
0.06905443966388702,0.9760000109672546,3.6888914108276367,0.16777777671813965,0.001
0.047517936676740646,0.9879999756813049,0.6182065606117249,0.9275555610656738,0.001
0.05687457323074341,0.984000027179718,0.34658631682395935,0.9224444627761841,0.001
0.04499233886599541,0.9860000014305115,0.36821985244750977,0.9191111326217651,0.001
0.03389653563499451,0.9879999756813049,0.3630332946777344,0.9286666512489319,0.001
0.02819698676466942,0.9919999837875366,0.3547476828098297,0.940666675567627,0.001
0.011075671762228012,1.0,0.34634530544281006,0.9399999976158142,0.001
0.014662309549748898,0.9959999918937683,0.35817739367485046,0.9328888654708862,0.001
0.02712864615023136,0.9919999837875366,0.40719544887542725,0.9413333535194397,0.001
0.019890151917934418,0.9940000176429749,0.34570351243019104,0.9284444451332092,0.001
0.028206009417772293,0.9959999918937683,0.9645657539367676,0.7239999771118164,0.001
0.019451845437288284,0.9980000257492065,0.39959245920181274,0.9133333563804626,0.001
0.014767395332455635,0.9959999918937683,0.37227192521095276,0.9380000233650208,0.001
0.02231009490787983,0.9919999837875366,0.38071492314338684,0.9128888845443726,0.001
0.023853713646531105,0.9900000095367432,0.347368448972702,0.9177777767181396,0.001
0.02751259133219719,0.9900000095367432,0.47687679529190063,0.9086666703224182,0.001
0.020939849317073822,0.9919999837875366,0.6608763337135315,0.8115555644035339,0.001
0.017331372946500778,0.9959999918937683,0.4035649001598358,0.9062222242355347,0.001
0.018124975264072418,0.9940000176429749,0.36212506890296936,0.9115555286407471,0.001
0.016616661101579666,0.9959999918937683,0.405460000038147,0.9122222065925598,0.001
0.013854024931788445,0.9980000257492065,0.49520012736320496,0.937333345413208,0.001
