classifier,dataset,interpolation,batch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inve_tp,change_inve_tp
ResNet,Earthquakes,fourier,60,90,1.0,0.7192982456140351,0.2807017543859649,0.8148148148148148,0.18518518518518523
ResNet,Earthquakes,linear,60,90,1.0,0.703155818540434,0.29684418145956604,0.7840236686390533,0.21597633136094674
ResNet,Earthquakes,fourier,66,90,1.0,0.711318795430945,0.288681204569055,0.8099688473520249,0.1900311526479751
ResNet,Earthquakes,linear,66,90,1.0,0.6928499496475328,0.30715005035246723,0.7724068479355488,0.2275931520644512
ResNet,Earthquakes,fourier,6,90,1.0,0.8187830687830688,0.18121693121693117,0.8468915343915344,0.15310846560846558
ResNet,Earthquakes,linear,6,90,1.0,0.8127893518518519,0.18721064814814814,0.8356481481481481,0.16435185185185186
ResNet,Earthquakes,fourier,72,90,1.0,0.7149270482603816,0.28507295173961844,0.8024691358024691,0.19753086419753085
ResNet,Earthquakes,linear,72,90,1.0,0.6994764397905759,0.30052356020942406,0.7759162303664922,0.22408376963350785
ResNet,Earthquakes,fourier,78,90,1.0,0.6862527716186253,0.3137472283813747,0.7782705099778271,0.2217294900221729
ResNet,Earthquakes,linear,78,90,1.0,0.6770601336302895,0.3229398663697105,0.7717149220489977,0.22828507795100228
ResNet,Earthquakes,fourier,84,90,1.0,0.7178841309823678,0.2821158690176322,0.8060453400503779,0.19395465994962213
ResNet,Earthquakes,linear,84,90,1.0,0.69965075669383,0.30034924330616997,0.7776484284051223,0.22235157159487773
ResNet,Earthquakes,fourier,90,90,1.0,0.6662531017369727,0.3337468982630273,0.7580645161290323,0.24193548387096775
ResNet,Earthquakes,linear,90,90,1.0,0.6633540372670808,0.33664596273291925,0.7565217391304347,0.24347826086956526
ResNet,Earthquakes,fourier,96,90,1.0,0.6775818639798489,0.3224181360201511,0.760705289672544,0.23929471032745597
ResNet,Earthquakes,linear,96,90,1.0,0.6768447837150128,0.3231552162849872,0.7620865139949109,0.2379134860050891
ResNet,OSULeaf,fourier,100,90,1.0,0.8898514851485149,0.11014851485148514,0.7574257425742574,0.24257425742574257
ResNet,OSULeaf,linear,100,90,1.0,0.8877005347593583,0.11229946524064172,0.7620320855614974,0.23796791443850263
ResNet,OSULeaf,fourier,105,90,1.0,0.8902077151335311,0.10979228486646886,0.8130563798219584,0.18694362017804156
ResNet,OSULeaf,linear,105,90,1.0,0.9033613445378151,0.09663865546218486,0.7969187675070029,0.20308123249299714
ResNet,OSULeaf,fourier,10,90,1.0,0.982895153626861,0.017104846373139027,0.8248337028824834,0.17516629711751663
ResNet,OSULeaf,linear,10,90,1.0,0.9837278106508875,0.016272189349112454,0.8131163708086785,0.1868836291913215
ResNet,OSULeaf,fourier,15,90,1.0,0.981037367540435,0.018962632459564976,0.8192972671500279,0.18070273284997207
ResNet,OSULeaf,linear,15,90,1.0,0.9706375838926175,0.02936241610738255,0.7638422818791947,0.23615771812080533
ResNet,OSULeaf,fourier,20,90,1.0,0.9698972099853157,0.0301027900146843,0.8186490455212923,0.18135095447870775
ResNet,OSULeaf,linear,20,90,1.0,0.9646860986547086,0.03531390134529144,0.7886771300448431,0.21132286995515692
ResNet,OSULeaf,fourier,25,90,1.0,0.9636767976278725,0.036323202372127494,0.8272794662713121,0.1727205337286879
ResNet,OSULeaf,linear,25,90,1.0,0.9608076009501187,0.039192399049881255,0.8123515439429929,0.18764845605700708
ResNet,OSULeaf,fourier,30,90,1.0,0.9680624556422995,0.031937544357700465,0.8275372604684174,0.17246273953158264
ResNet,OSULeaf,linear,30,90,1.0,0.9678233438485805,0.032176656151419514,0.8347003154574133,0.1652996845425867
ResNet,OSULeaf,fourier,35,90,1.0,0.9661399548532731,0.033860045146726914,0.8231753197893152,0.17682468021068476
ResNet,OSULeaf,linear,35,90,1.0,0.9658744667885436,0.034125533211456394,0.8171846435100548,0.18281535648994518
ResNet,OSULeaf,fourier,40,90,1.0,0.9641350210970464,0.03586497890295359,0.7960618846694796,0.20393811533052042
ResNet,OSULeaf,linear,40,90,1.0,0.9610870907967881,0.03891290920321189,0.7844348363187152,0.21556516368128475
ResNet,OSULeaf,fourier,45,90,1.0,0.9683766690091357,0.03162333099086434,0.8067463106113844,0.19325368938861565
ResNet,OSULeaf,linear,45,90,1.0,0.9607965152457997,0.039203484754200324,0.7965152457996266,0.20348475420037337
ResNet,OSULeaf,fourier,50,90,1.0,0.9592727272727273,0.04072727272727272,0.7796363636363637,0.22036363636363632
ResNet,OSULeaf,linear,50,90,1.0,0.962536023054755,0.03746397694524495,0.7867435158501441,0.21325648414985587
ResNet,OSULeaf,fourier,55,90,1.0,0.9426751592356688,0.0573248407643312,0.7643312101910829,0.23566878980891715
ResNet,OSULeaf,linear,55,90,1.0,0.9490703314470493,0.05092966855295067,0.7574777687954729,0.2425222312045271
ResNet,OSULeaf,fourier,5,90,1.0,0.9871107708014293,0.012889229198570717,0.8584737110770801,0.14152628892291985
ResNet,OSULeaf,linear,5,90,1.0,0.9915886967205368,0.008411303279463156,0.8746810320385597,0.12531896796144026
ResNet,OSULeaf,fourier,60,90,1.0,0.967600700525394,0.03239929947460596,0.8117338003502627,0.18826619964973734
ResNet,OSULeaf,linear,60,90,1.0,0.9598031173092699,0.040196882690730074,0.8121410992616899,0.18785890073831013
ResNet,OSULeaf,fourier,65,90,1.0,0.9355797819623389,0.06442021803766107,0.77601585728444,0.22398414271556
ResNet,OSULeaf,linear,65,90,1.0,0.9287804878048781,0.0712195121951219,0.7678048780487805,0.2321951219512195
