classifier,dataset,perturbation,patch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inverse_tp,change_inverse_tp
MLP,OSULeaf,mean,20,80,0.9449999928474426,0.45656149977137633,0.4884384930760663,0.40009144947416553,0.5449085433732771
MLP,OSULeaf,mean,20,75,0.9449999928474426,0.497569224265483,0.4474307685819596,0.4394419784400761,0.5055580144073666
MLP,OSULeaf,mean,20,70,0.9449999928474426,0.5180454176804542,0.4269545751669884,0.4584347120843471,0.4865652807630955
MLP,OSULeaf,mean,20,65,0.9449999928474426,0.5270592916832472,0.41794070116419546,0.46677278153601276,0.47822721131142987
MLP,OSULeaf,mean,20,60,0.9449999928474426,0.5297725024727992,0.41522749037464346,0.46844708209693375,0.4765529107505089
MLP,OSULeaf,mean,20,55,0.9449999928474426,0.5321787049793347,0.4128212878681079,0.4709702814406613,0.47402971140678135
MLP,OSULeaf,mean,20,50,0.9449999928474426,0.5331893165750197,0.41181067627242296,0.47191673212882956,0.47308326071861306
MLP,OSULeaf,zero,20,95,0.9449999928474426,0.10678442392613409,0.8382155689213086,0.16258530710558008,0.7824146857418626
MLP,OSULeaf,zero,20,90,0.9449999928474426,0.25440251572327044,0.6905974771241722,0.24276729559748428,0.7022326972499584
MLP,OSULeaf,zero,20,85,0.9449999928474426,0.37735849056603776,0.5676415022814049,0.32861635220125784,0.6163836406461848
MLP,OSULeaf,zero,20,80,0.9449999928474426,0.45656149977137633,0.4884384930760663,0.40009144947416553,0.5449085433732771
MLP,OSULeaf,zero,20,75,0.9449999928474426,0.497569224265483,0.4474307685819596,0.4394419784400761,0.5055580144073666
MLP,OSULeaf,zero,20,70,0.9449999928474426,0.5180454176804542,0.4269545751669884,0.4584347120843471,0.4865652807630955
MLP,OSULeaf,zero,20,65,0.9449999928474426,0.5270592916832472,0.41794070116419546,0.46677278153601276,0.47822721131142987
MLP,OSULeaf,zero,20,60,0.9449999928474426,0.5297725024727992,0.41522749037464346,0.46844708209693375,0.4765529107505089
MLP,OSULeaf,zero,20,55,0.9449999928474426,0.5321787049793347,0.4128212878681079,0.4709702814406613,0.47402971140678135
MLP,OSULeaf,zero,20,50,0.9449999928474426,0.5331893165750197,0.41181067627242296,0.47191673212882956,0.47308326071861306
MLP,OSULeaf,mean,25,95,0.9449999928474426,0.14442916093535077,0.8005708319120919,0.18844566712517194,0.7565543257222707
MLP,OSULeaf,mean,25,90,0.9449999928474426,0.3033428165007112,0.6416571763467314,0.2713371266002845,0.6736628662471582
MLP,OSULeaf,mean,25,85,0.9449999928474426,0.431758910460736,0.5132410823867066,0.359026369168357,0.5859736236790856
MLP,OSULeaf,mean,25,80,0.9449999928474426,0.49846547314578005,0.4465345197016626,0.42020460358056266,0.52479538926688
MLP,OSULeaf,mean,25,75,0.9449999928474426,0.5228710462287105,0.4221289466187321,0.44282238442822386,0.5021776084192188
MLP,OSULeaf,mean,25,70,0.9449999928474426,0.5283790283790284,0.41662096446841423,0.44877344877344877,0.49622654407399386
MLP,OSULeaf,mean,25,65,0.9449999928474426,0.5299616490891659,0.41503834375827675,0.4503835091083413,0.49461648373910133
MLP,OSULeaf,mean,25,60,0.9449999928474426,0.5302994011976048,0.41470059164983786,0.45053892215568864,0.494461070691754
MLP,OSULeaf,mean,25,55,0.9449999928474426,0.5318691811888279,0.41313081165861476,0.45237526856051563,0.492624724286927
MLP,OSULeaf,mean,25,50,0.9449999928474426,0.531980906921241,0.4130190859262016,0.4525059665871122,0.49249402626033045
MLP,OSULeaf,zero,25,95,0.9449999928474426,0.14442916093535077,0.8005708319120919,0.18844566712517194,0.7565543257222707
MLP,OSULeaf,zero,25,90,0.9449999928474426,0.3033428165007112,0.6416571763467314,0.2713371266002845,0.6736628662471582
MLP,OSULeaf,zero,25,85,0.9449999928474426,0.431758910460736,0.5132410823867066,0.359026369168357,0.5859736236790856
MLP,OSULeaf,zero,25,80,0.9449999928474426,0.49846547314578005,0.4465345197016626,0.42020460358056266,0.52479538926688
MLP,OSULeaf,zero,25,75,0.9449999928474426,0.5228710462287105,0.4221289466187321,0.44282238442822386,0.5021776084192188
MLP,OSULeaf,zero,25,70,0.9449999928474426,0.5283790283790284,0.41662096446841423,0.44877344877344877,0.49622654407399386
MLP,OSULeaf,zero,25,65,0.9449999928474426,0.5299616490891659,0.41503834375827675,0.4503835091083413,0.49461648373910133
MLP,OSULeaf,zero,25,60,0.9449999928474426,0.5302994011976048,0.41470059164983786,0.45053892215568864,0.494461070691754
