classifier,dataset,perturbation,distance_metric,patch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inve_tp,change_inve_tp
MLP,OSULeaf,mean,dtw,65,90,0.9449999928474426,0.37174721189591076,0.5732527809515319,0.2527881040892193,0.6922118887582234
MLP,OSULeaf,mean,euclidean,65,90,0.9449999928474426,0.37454545454545457,0.5704545383019881,0.24,0.7049999928474426
MLP,OSULeaf,zero,dtw,65,90,0.9449999928474426,0.36900369003690037,0.5759963028105423,0.23616236162361623,0.7088376312238264
MLP,OSULeaf,zero,euclidean,65,90,0.9449999928474426,0.3763837638376384,0.5686162290098042,0.25461254612546125,0.6903874467219814
MLP,OSULeaf,mean,dtw,70,90,0.9449999928474426,0.4200743494423792,0.5249256434050634,0.31226765799256506,0.6327323348548776
MLP,OSULeaf,mean,euclidean,70,90,0.9449999928474426,0.4218181818181818,0.5231818110292608,0.29818181818181816,0.6468181746656245
MLP,OSULeaf,zero,dtw,70,90,0.9449999928474426,0.4057971014492754,0.5392028913981672,0.30434782608695654,0.6406521667604861
MLP,OSULeaf,zero,euclidean,70,90,0.9449999928474426,0.39776951672862454,0.547230476118818,0.2936802973977695,0.6513196954496732
MLP,OSULeaf,mean,dtw,75,90,0.9449999928474426,0.3713235294117647,0.5736764634356779,0.1801470588235294,0.7648529340239132
MLP,OSULeaf,mean,euclidean,75,90,0.9449999928474426,0.36015325670498083,0.5848467361424619,0.17624521072796934,0.7687547821194733
MLP,OSULeaf,zero,dtw,75,90,0.9449999928474426,0.35877862595419846,0.5862213668932441,0.1717557251908397,0.7732442676566029
MLP,OSULeaf,zero,euclidean,75,90,0.9449999928474426,0.36704119850187267,0.57795879434557,0.1797752808988764,0.7652247119485662
MLP,OSULeaf,mean,dtw,80,90,0.9449999928474426,0.4061302681992337,0.5388697246482089,0.21839080459770116,0.7266091882497414
MLP,OSULeaf,mean,euclidean,80,90,0.9449999928474426,0.40892193308550184,0.5360780597619408,0.22676579925650558,0.7182341935909371
MLP,OSULeaf,zero,dtw,80,90,0.9449999928474426,0.4044943820224719,0.5405056108249707,0.21348314606741572,0.7315168467800269
MLP,OSULeaf,zero,euclidean,80,90,0.9449999928474426,0.4076923076923077,0.5373076851551349,0.21923076923076923,0.7257692236166734
MLP,OSULeaf,mean,dtw,85,90,0.9449999928474426,0.44528301886792454,0.4997169739795181,0.24150943396226415,0.7034905588851785
MLP,OSULeaf,mean,euclidean,85,90,0.9449999928474426,0.4323308270676692,0.5126691657797735,0.22556390977443608,0.7194360830730065
MLP,OSULeaf,zero,dtw,85,90,0.9449999928474426,0.4528301886792453,0.49216980416819733,0.24528301886792453,0.6997169739795182
MLP,OSULeaf,zero,euclidean,85,90,0.9449999928474426,0.4419475655430712,0.5030524273043715,0.23595505617977527,0.7090449366676673
MLP,OSULeaf,mean,dtw,90,90,0.9449999928474426,0.2988505747126437,0.6461494181347989,0.16091954022988506,0.7840804526175575
MLP,OSULeaf,mean,euclidean,90,90,0.9449999928474426,0.30078125,0.6442187428474426,0.15625,0.7887499928474426
MLP,OSULeaf,zero,dtw,90,90,0.9449999928474426,0.29961089494163423,0.6453890979058083,0.15953307392996108,0.7854669189174815
MLP,OSULeaf,zero,euclidean,90,90,0.9449999928474426,0.29571984435797666,0.6492801484894659,0.16731517509727625,0.7776848177501664
MLP,OSULeaf,mean,dtw,95,90,0.9449999928474426,0.33852140077821014,0.6064785920692325,0.15953307392996108,0.7854669189174815
MLP,OSULeaf,mean,euclidean,95,90,0.9449999928474426,0.3449612403100775,0.6000387525373652,0.17054263565891473,0.7744573571885279
MLP,OSULeaf,zero,dtw,95,90,0.9449999928474426,0.3423076923076923,0.6026923005397503,0.17307692307692307,0.7719230697705195
MLP,OSULeaf,zero,euclidean,95,90,0.9449999928474426,0.3435114503816794,0.6014885424657632,0.17557251908396945,0.7694274737634732
ResNet,BeetleFly,mean,dtw,102,90,1.0,0.47619047619047616,0.5238095238095238,0.7142857142857143,0.2857142857142857
ResNet,BeetleFly,mean,euclidean,102,90,1.0,0.48,0.52,0.72,0.28
ResNet,BeetleFly,zero,dtw,102,90,1.0,0.42105263157894735,0.5789473684210527,0.6842105263157895,0.3157894736842105
ResNet,BeetleFly,zero,euclidean,102,90,1.0,0.5,0.5,0.7083333333333334,0.29166666666666663
ResNet,BeetleFly,mean,dtw,108,90,1.0,0.3333333333333333,0.6666666666666667,0.7222222222222222,0.2777777777777778
ResNet,BeetleFly,mean,euclidean,108,90,1.0,0.3333333333333333,0.6666666666666667,0.7222222222222222,0.2777777777777778
ResNet,BeetleFly,zero,dtw,108,90,1.0,0.4,0.6,0.75,0.25
ResNet,BeetleFly,zero,euclidean,108,90,1.0,0.4117647058823529,0.5882352941176471,0.7058823529411765,0.2941176470588235
ResNet,BeetleFly,mean,dtw,114,90,1.0,0.25,0.75,0.75,0.25
ResNet,BeetleFly,mean,euclidean,114,90,1.0,0.2631578947368421,0.736842105263158,0.6842105263157895,0.3157894736842105
ResNet,BeetleFly,zero,dtw,114,90,1.0,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.2222222222222222
ResNet,BeetleFly,zero,euclidean,114,90,1.0,0.2631578947368421,0.736842105263158,0.7368421052631579,0.26315789473684215
ResNet,BeetleFly,mean,dtw,120,90,1.0,0.14285714285714285,0.8571428571428572,0.8095238095238095,0.19047619047619047
ResNet,BeetleFly,mean,euclidean,120,90,1.0,0.25,0.75,0.8,0.19999999999999996
ResNet,BeetleFly,zero,dtw,120,90,1.0,0.2631578947368421,0.736842105263158,0.8421052631578947,0.1578947368421053
ResNet,BeetleFly,zero,euclidean,120,90,1.0,0.23809523809523808,0.7619047619047619,0.8095238095238095,0.19047619047619047
ResNet,BeetleFly,mean,dtw,126,90,1.0,0.23529411764705882,0.7647058823529411,0.7058823529411765,0.2941176470588235
ResNet,BeetleFly,mean,euclidean,126,90,1.0,0.21052631578947367,0.7894736842105263,0.7368421052631579,0.26315789473684215
ResNet,BeetleFly,zero,dtw,126,90,1.0,0.2777777777777778,0.7222222222222222,0.7777777777777778,0.2222222222222222
ResNet,BeetleFly,zero,euclidean,126,90,1.0,0.21739130434782608,0.782608695652174,0.7391304347826086,0.26086956521739135
ResNet,BeetleFly,mean,dtw,12,90,1.0,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.1428571428571429
ResNet,BeetleFly,mean,euclidean,12,90,1.0,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.1428571428571429
ResNet,BeetleFly,zero,dtw,12,90,1.0,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.11111111111111116
ResNet,BeetleFly,zero,euclidean,12,90,1.0,0.75,0.25,0.75,0.25
ResNet,BeetleFly,mean,dtw,18,90,1.0,0.6,0.4,0.7,0.30000000000000004
ResNet,BeetleFly,mean,euclidean,18,90,1.0,0.7,0.30000000000000004,0.8,0.19999999999999996
ResNet,BeetleFly,zero,dtw,18,90,1.0,0.8181818181818182,0.18181818181818177,0.9090909090909091,0.09090909090909094
ResNet,BeetleFly,zero,euclidean,18,90,1.0,0.7857142857142857,0.2142857142857143,0.8571428571428571,0.1428571428571429
ResNet,BeetleFly,mean,dtw,24,90,1.0,0.75,0.25,0.8125,0.1875
ResNet,BeetleFly,mean,euclidean,24,90,1.0,0.7857142857142857,0.2142857142857143,0.9285714285714286,0.0714285714285714
ResNet,BeetleFly,zero,dtw,24,90,1.0,0.6666666666666666,0.33333333333333337,0.7333333333333333,0.2666666666666667
ResNet,BeetleFly,zero,euclidean,24,90,1.0,0.6875,0.3125,0.8125,0.1875
ResNet,BeetleFly,mean,dtw,30,90,1.0,0.7647058823529411,0.23529411764705888,0.7647058823529411,0.23529411764705888
ResNet,BeetleFly,mean,euclidean,30,90,1.0,0.6666666666666666,0.33333333333333337,0.8333333333333334,0.16666666666666663
ResNet,BeetleFly,zero,dtw,30,90,1.0,0.75,0.25,0.875,0.125
ResNet,BeetleFly,zero,euclidean,30,90,1.0,0.6875,0.3125,0.875,0.125
ResNet,BeetleFly,mean,dtw,36,90,1.0,0.5714285714285714,0.4285714285714286,0.75,0.25
ResNet,BeetleFly,mean,euclidean,36,90,1.0,0.6,0.4,0.75,0.25
ResNet,BeetleFly,zero,dtw,36,90,1.0,0.5238095238095238,0.47619047619047616,0.7142857142857143,0.2857142857142857
ResNet,BeetleFly,zero,euclidean,36,90,1.0,0.5652173913043478,0.4347826086956522,0.782608695652174,0.21739130434782605
ResNet,BeetleFly,mean,dtw,42,90,1.0,0.65,0.35,0.75,0.25
ResNet,BeetleFly,mean,euclidean,42,90,1.0,0.75,0.25,0.875,0.125
ResNet,BeetleFly,zero,dtw,42,90,1.0,0.625,0.375,0.7916666666666666,0.20833333333333337
ResNet,BeetleFly,zero,euclidean,42,90,1.0,0.68,0.31999999999999995,0.76,0.24
ResNet,BeetleFly,mean,dtw,48,90,1.0,0.56,0.43999999999999995,0.8,0.19999999999999996
ResNet,BeetleFly,mean,euclidean,48,90,1.0,0.5,0.5,0.75,0.25
ResNet,BeetleFly,zero,dtw,48,90,1.0,0.5555555555555556,0.4444444444444444,0.7037037037037037,0.2962962962962963
ResNet,BeetleFly,zero,euclidean,48,90,1.0,0.5454545454545454,0.4545454545454546,0.7727272727272727,0.2272727272727273
ResNet,BeetleFly,mean,dtw,54,90,1.0,0.5217391304347826,0.4782608695652174,0.6956521739130435,0.30434782608695654
ResNet,BeetleFly,mean,euclidean,54,90,1.0,0.47368421052631576,0.5263157894736843,0.6842105263157895,0.3157894736842105
ResNet,BeetleFly,zero,dtw,54,90,1.0,0.65,0.35,0.75,0.25
ResNet,BeetleFly,zero,euclidean,54,90,1.0,0.5909090909090909,0.40909090909090906,0.7272727272727273,0.2727272727272727
ResNet,BeetleFly,mean,dtw,60,90,1.0,0.5,0.5,0.6818181818181818,0.31818181818181823
ResNet,BeetleFly,mean,euclidean,60,90,1.0,0.55,0.44999999999999996,0.75,0.25
ResNet,BeetleFly,zero,dtw,60,90,1.0,0.48,0.52,0.72,0.28
ResNet,BeetleFly,zero,euclidean,60,90,1.0,0.5454545454545454,0.4545454545454546,0.7727272727272727,0.2272727272727273
ResNet,BeetleFly,mean,dtw,66,90,1.0,0.48148148148148145,0.5185185185185186,0.7037037037037037,0.2962962962962963
ResNet,BeetleFly,mean,euclidean,66,90,1.0,0.5555555555555556,0.4444444444444444,0.8148148148148148,0.18518518518518523
ResNet,BeetleFly,zero,dtw,66,90,1.0,0.3333333333333333,0.6666666666666667,0.75,0.25
ResNet,BeetleFly,zero,euclidean,66,90,1.0,0.4166666666666667,0.5833333333333333,0.7083333333333334,0.29166666666666663
ResNet,BeetleFly,mean,dtw,6,90,1.0,1.0,0.0,1.0,0.0
ResNet,BeetleFly,mean,euclidean,6,90,1.0,1.0,0.0,1.0,0.0
ResNet,BeetleFly,zero,dtw,6,90,1.0,0.5,0.5,0.5,0.5
ResNet,BeetleFly,zero,euclidean,6,90,1.0,1.0,0.0,1.0,0.0
ResNet,BeetleFly,mean,dtw,72,90,1.0,0.6190476190476191,0.38095238095238093,0.8095238095238095,0.19047619047619047
ResNet,BeetleFly,mean,euclidean,72,90,1.0,0.5,0.5,0.7083333333333334,0.29166666666666663
ResNet,BeetleFly,zero,dtw,72,90,1.0,0.4782608695652174,0.5217391304347826,0.7391304347826086,0.26086956521739135
ResNet,BeetleFly,zero,euclidean,72,90,1.0,0.46153846153846156,0.5384615384615384,0.6538461538461539,0.34615384615384615
ResNet,BeetleFly,mean,dtw,78,90,1.0,0.4090909090909091,0.5909090909090908,0.6818181818181818,0.31818181818181823
ResNet,BeetleFly,mean,euclidean,78,90,1.0,0.4827586206896552,0.5172413793103448,0.8275862068965517,0.1724137931034483
ResNet,BeetleFly,zero,dtw,78,90,1.0,0.4482758620689655,0.5517241379310345,0.7586206896551724,0.24137931034482762
ResNet,BeetleFly,zero,euclidean,78,90,1.0,0.52,0.48,0.76,0.24
ResNet,BeetleFly,mean,dtw,84,90,1.0,0.5714285714285714,0.4285714285714286,0.8214285714285714,0.1785714285714286
ResNet,BeetleFly,mean,euclidean,84,90,1.0,0.5384615384615384,0.46153846153846156,0.7692307692307693,0.23076923076923073
ResNet,BeetleFly,zero,dtw,84,90,1.0,0.5,0.5,0.8333333333333334,0.16666666666666663
ResNet,BeetleFly,zero,euclidean,84,90,1.0,0.5555555555555556,0.4444444444444444,0.8148148148148148,0.18518518518518523
ResNet,BeetleFly,mean,dtw,90,90,1.0,0.5652173913043478,0.4347826086956522,0.7391304347826086,0.26086956521739135
ResNet,BeetleFly,mean,euclidean,90,90,1.0,0.5,0.5,0.75,0.25
ResNet,BeetleFly,zero,dtw,90,90,1.0,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.36363636363636365
ResNet,BeetleFly,zero,euclidean,90,90,1.0,0.42105263157894735,0.5789473684210527,0.631578947368421,0.368421052631579
ResNet,BeetleFly,mean,dtw,96,90,1.0,0.5,0.5,0.7272727272727273,0.2727272727272727
ResNet,BeetleFly,mean,euclidean,96,90,1.0,0.4782608695652174,0.5217391304347826,0.7391304347826086,0.26086956521739135
ResNet,BeetleFly,zero,dtw,96,90,1.0,0.5185185185185185,0.4814814814814815,0.7777777777777778,0.2222222222222222
ResNet,BeetleFly,zero,euclidean,96,90,1.0,0.5263157894736842,0.4736842105263158,0.7894736842105263,0.21052631578947367
ResNet,Earthquakes,mean,dtw,102,90,1.0,0.6751592356687898,0.32484076433121023,0.8152866242038217,0.1847133757961783
ResNet,Earthquakes,mean,euclidean,102,90,1.0,0.6751592356687898,0.32484076433121023,0.8089171974522293,0.19108280254777066
ResNet,Earthquakes,zero,dtw,102,90,1.0,0.6645161290322581,0.3354838709677419,0.8064516129032258,0.19354838709677424
ResNet,Earthquakes,zero,euclidean,102,90,1.0,0.6645161290322581,0.3354838709677419,0.8064516129032258,0.19354838709677424
ResNet,Earthquakes,mean,dtw,108,90,1.0,0.6578947368421053,0.3421052631578947,0.8355263157894737,0.16447368421052633
ResNet,Earthquakes,mean,euclidean,108,90,1.0,0.6601307189542484,0.33986928104575165,0.8366013071895425,0.1633986928104575
ResNet,Earthquakes,zero,dtw,108,90,1.0,0.6527777777777778,0.3472222222222222,0.8333333333333334,0.16666666666666663
ResNet,Earthquakes,zero,euclidean,108,90,1.0,0.66,0.33999999999999997,0.84,0.16000000000000003
ResNet,Earthquakes,mean,dtw,114,90,1.0,0.6774193548387096,0.32258064516129037,0.8387096774193549,0.16129032258064513
ResNet,Earthquakes,mean,euclidean,114,90,1.0,0.6622516556291391,0.3377483443708609,0.8211920529801324,0.17880794701986757
ResNet,Earthquakes,zero,dtw,114,90,1.0,0.6666666666666666,0.33333333333333337,0.8300653594771242,0.16993464052287577
ResNet,Earthquakes,zero,euclidean,114,90,1.0,0.68,0.31999999999999995,0.84,0.16000000000000003
ResNet,Earthquakes,mean,dtw,120,90,1.0,0.6666666666666666,0.33333333333333337,0.8300653594771242,0.16993464052287577
ResNet,Earthquakes,mean,euclidean,120,90,1.0,0.668918918918919,0.33108108108108103,0.8378378378378378,0.16216216216216217
ResNet,Earthquakes,zero,dtw,120,90,1.0,0.6733333333333333,0.32666666666666666,0.84,0.16000000000000003
ResNet,Earthquakes,zero,euclidean,120,90,1.0,0.673469387755102,0.326530612244898,0.8299319727891157,0.17006802721088432
ResNet,Earthquakes,mean,dtw,126,90,1.0,0.6754966887417219,0.32450331125827814,0.8211920529801324,0.17880794701986757
ResNet,Earthquakes,mean,euclidean,126,90,1.0,0.6835443037974683,0.31645569620253167,0.8227848101265823,0.17721518987341767
ResNet,Earthquakes,zero,dtw,126,90,1.0,0.6993464052287581,0.30065359477124187,0.8366013071895425,0.1633986928104575
ResNet,Earthquakes,zero,euclidean,126,90,1.0,0.6666666666666666,0.33333333333333337,0.8194444444444444,0.18055555555555558
ResNet,Earthquakes,mean,dtw,12,90,1.0,0.54,0.45999999999999996,0.6066666666666667,0.3933333333333333
ResNet,Earthquakes,mean,euclidean,12,90,1.0,0.5608108108108109,0.43918918918918914,0.6283783783783784,0.3716216216216216
ResNet,Earthquakes,zero,dtw,12,90,1.0,0.5584415584415584,0.4415584415584416,0.6298701298701299,0.3701298701298701
ResNet,Earthquakes,zero,euclidean,12,90,1.0,0.5316455696202531,0.4683544303797469,0.6139240506329114,0.38607594936708856
ResNet,Earthquakes,mean,dtw,18,90,1.0,0.5496688741721855,0.45033112582781454,0.7152317880794702,0.2847682119205298
ResNet,Earthquakes,mean,euclidean,18,90,1.0,0.559748427672956,0.44025157232704404,0.7358490566037735,0.26415094339622647
ResNet,Earthquakes,zero,dtw,18,90,1.0,0.5365853658536586,0.46341463414634143,0.7073170731707317,0.29268292682926833
ResNet,Earthquakes,zero,euclidean,18,90,1.0,0.5506329113924051,0.4493670886075949,0.7151898734177216,0.28481012658227844
ResNet,Earthquakes,mean,dtw,24,90,1.0,0.5838509316770186,0.4161490683229814,0.7142857142857143,0.2857142857142857
ResNet,Earthquakes,mean,euclidean,24,90,1.0,0.6036585365853658,0.39634146341463417,0.7195121951219512,0.2804878048780488
ResNet,Earthquakes,zero,dtw,24,90,1.0,0.5662650602409639,0.4337349397590361,0.6867469879518072,0.3132530120481928
ResNet,Earthquakes,zero,euclidean,24,90,1.0,0.5732484076433121,0.4267515923566879,0.6942675159235668,0.30573248407643316
ResNet,Earthquakes,mean,dtw,30,90,1.0,0.6227544910179641,0.3772455089820359,0.7544910179640718,0.2455089820359282
ResNet,Earthquakes,mean,euclidean,30,90,1.0,0.6158536585365854,0.38414634146341464,0.75,0.25
ResNet,Earthquakes,zero,dtw,30,90,1.0,0.6226415094339622,0.37735849056603776,0.7484276729559748,0.2515723270440252
ResNet,Earthquakes,zero,euclidean,30,90,1.0,0.6457142857142857,0.3542857142857143,0.7657142857142857,0.23428571428571432
ResNet,Earthquakes,mean,dtw,36,90,1.0,0.5903614457831325,0.40963855421686746,0.7650602409638554,0.2349397590361446
ResNet,Earthquakes,mean,euclidean,36,90,1.0,0.577639751552795,0.422360248447205,0.7515527950310559,0.24844720496894412
ResNet,Earthquakes,zero,dtw,36,90,1.0,0.5843373493975904,0.4156626506024096,0.7590361445783133,0.24096385542168675
ResNet,Earthquakes,zero,euclidean,36,90,1.0,0.5988023952095808,0.4011976047904192,0.7604790419161677,0.23952095808383234
ResNet,Earthquakes,mean,dtw,42,90,1.0,0.6363636363636364,0.36363636363636365,0.7575757575757576,0.24242424242424243
ResNet,Earthquakes,mean,euclidean,42,90,1.0,0.6204819277108434,0.37951807228915657,0.7650602409638554,0.2349397590361446
ResNet,Earthquakes,zero,dtw,42,90,1.0,0.6363636363636364,0.36363636363636365,0.7636363636363637,0.23636363636363633
ResNet,Earthquakes,zero,euclidean,42,90,1.0,0.6411764705882353,0.35882352941176465,0.7647058823529411,0.23529411764705888
ResNet,Earthquakes,mean,dtw,48,90,1.0,0.6,0.4,0.775,0.22499999999999998
ResNet,Earthquakes,mean,euclidean,48,90,1.0,0.5987654320987654,0.4012345679012346,0.7777777777777778,0.2222222222222222
ResNet,Earthquakes,zero,dtw,48,90,1.0,0.5949367088607594,0.40506329113924056,0.7784810126582279,0.2215189873417721
ResNet,Earthquakes,zero,euclidean,48,90,1.0,0.5892857142857143,0.4107142857142857,0.7678571428571429,0.2321428571428571
ResNet,Earthquakes,mean,dtw,54,90,1.0,0.6139240506329114,0.38607594936708856,0.7658227848101266,0.23417721518987344
ResNet,Earthquakes,mean,euclidean,54,90,1.0,0.6111111111111112,0.38888888888888884,0.7716049382716049,0.22839506172839508
ResNet,Earthquakes,zero,dtw,54,90,1.0,0.6204819277108434,0.37951807228915657,0.7771084337349398,0.22289156626506024
ResNet,Earthquakes,zero,euclidean,54,90,1.0,0.6111111111111112,0.38888888888888884,0.7777777777777778,0.2222222222222222
ResNet,Earthquakes,mean,dtw,60,90,1.0,0.6459627329192547,0.35403726708074534,0.8012422360248447,0.19875776397515532
ResNet,Earthquakes,mean,euclidean,60,90,1.0,0.6193548387096774,0.38064516129032255,0.7806451612903226,0.21935483870967742
ResNet,Earthquakes,zero,dtw,60,90,1.0,0.6445783132530121,0.35542168674698793,0.7951807228915663,0.20481927710843373
ResNet,Earthquakes,zero,euclidean,60,90,1.0,0.6402439024390244,0.3597560975609756,0.7926829268292683,0.20731707317073167
ResNet,Earthquakes,mean,dtw,66,90,1.0,0.6547619047619048,0.34523809523809523,0.8095238095238095,0.19047619047619047
ResNet,Earthquakes,mean,euclidean,66,90,1.0,0.6234567901234568,0.3765432098765432,0.7901234567901234,0.2098765432098766
ResNet,Earthquakes,zero,dtw,66,90,1.0,0.6568047337278107,0.3431952662721893,0.8106508875739645,0.18934911242603547
ResNet,Earthquakes,zero,euclidean,66,90,1.0,0.6566265060240963,0.34337349397590367,0.8072289156626506,0.19277108433734935
ResNet,Earthquakes,mean,dtw,6,90,1.0,0.5813953488372093,0.41860465116279066,0.6511627906976745,0.34883720930232553
ResNet,Earthquakes,mean,euclidean,6,90,1.0,0.5564516129032258,0.44354838709677424,0.6370967741935484,0.3629032258064516
ResNet,Earthquakes,zero,dtw,6,90,1.0,0.5434782608695652,0.4565217391304348,0.6014492753623188,0.39855072463768115
ResNet,Earthquakes,zero,euclidean,6,90,1.0,0.5746268656716418,0.4253731343283582,0.6417910447761194,0.35820895522388063
ResNet,Earthquakes,mean,dtw,72,90,1.0,0.6745562130177515,0.3254437869822485,0.7928994082840237,0.20710059171597628
ResNet,Earthquakes,mean,euclidean,72,90,1.0,0.6606060606060606,0.33939393939393936,0.7757575757575758,0.22424242424242424
ResNet,Earthquakes,zero,dtw,72,90,1.0,0.6867469879518072,0.3132530120481928,0.8012048192771084,0.1987951807228916
ResNet,Earthquakes,zero,euclidean,72,90,1.0,0.6785714285714286,0.3214285714285714,0.7916666666666666,0.20833333333333337
ResNet,Earthquakes,mean,dtw,78,90,1.0,0.6582278481012658,0.3417721518987342,0.8354430379746836,0.16455696202531644
ResNet,Earthquakes,mean,euclidean,78,90,1.0,0.6586826347305389,0.3413173652694611,0.8383233532934131,0.16167664670658688
ResNet,Earthquakes,zero,dtw,78,90,1.0,0.6474358974358975,0.35256410256410253,0.8205128205128205,0.17948717948717952
ResNet,Earthquakes,zero,euclidean,78,90,1.0,0.6415094339622641,0.3584905660377359,0.8238993710691824,0.17610062893081757
ResNet,Earthquakes,mean,dtw,84,90,1.0,0.6753246753246753,0.3246753246753247,0.7987012987012987,0.2012987012987013
ResNet,Earthquakes,mean,euclidean,84,90,1.0,0.6792452830188679,0.3207547169811321,0.7987421383647799,0.20125786163522008
ResNet,Earthquakes,zero,dtw,84,90,1.0,0.6894409937888198,0.31055900621118016,0.8136645962732919,0.1863354037267081
ResNet,Earthquakes,zero,euclidean,84,90,1.0,0.689873417721519,0.310126582278481,0.8037974683544303,0.19620253164556967
ResNet,Earthquakes,mean,dtw,90,90,1.0,0.6521739130434783,0.34782608695652173,0.8509316770186336,0.1490683229813664
ResNet,Earthquakes,mean,euclidean,90,90,1.0,0.6455696202531646,0.35443037974683544,0.8354430379746836,0.16455696202531644
ResNet,Earthquakes,zero,dtw,90,90,1.0,0.64375,0.35624999999999996,0.8375,0.16249999999999998
ResNet,Earthquakes,zero,euclidean,90,90,1.0,0.643312101910828,0.356687898089172,0.8471337579617835,0.15286624203821653
ResNet,Earthquakes,mean,dtw,96,90,1.0,0.6474358974358975,0.35256410256410253,0.8397435897435898,0.16025641025641024
ResNet,Earthquakes,mean,euclidean,96,90,1.0,0.6381578947368421,0.36184210526315785,0.8355263157894737,0.16447368421052633
ResNet,Earthquakes,zero,dtw,96,90,1.0,0.6583850931677019,0.3416149068322981,0.8385093167701864,0.16149068322981364
ResNet,Earthquakes,zero,euclidean,96,90,1.0,0.6602564102564102,0.33974358974358976,0.8525641025641025,0.14743589743589747
ResNet,OSULeaf,mean,dtw,100,90,1.0,0.8623595505617978,0.1376404494382022,0.7780898876404494,0.2219101123595506
ResNet,OSULeaf,zero,dtw,100,90,1.0,0.8622589531680441,0.13774104683195587,0.7713498622589532,0.2286501377410468
ResNet,OSULeaf,zero,euclidean,100,90,1.0,0.8482384823848238,0.1517615176151762,0.7669376693766937,0.23306233062330628
ResNet,OSULeaf,mean,dtw,105,90,1.0,0.8837209302325582,0.11627906976744184,0.7906976744186046,0.2093023255813954
ResNet,OSULeaf,zero,dtw,105,90,1.0,0.8735632183908046,0.12643678160919536,0.8074712643678161,0.19252873563218387
ResNet,OSULeaf,zero,euclidean,105,90,1.0,0.8873626373626373,0.11263736263736268,0.8131868131868132,0.18681318681318682
ResNet,OSULeaf,mean,dtw,10,90,1.0,0.9449275362318841,0.05507246376811592,0.5884057971014492,0.41159420289855075
ResNet,OSULeaf,mean,euclidean,10,90,1.0,0.9416445623342176,0.05835543766578244,0.5888594164456233,0.41114058355437666
ResNet,OSULeaf,zero,dtw,10,90,1.0,0.9445983379501385,0.05540166204986152,0.592797783933518,0.407202216066482
ResNet,OSULeaf,zero,euclidean,10,90,1.0,0.9445983379501385,0.05540166204986152,0.5789473684210527,0.42105263157894735
ResNet,OSULeaf,mean,dtw,15,90,1.0,0.9081081081081082,0.09189189189189184,0.5432432432432432,0.45675675675675675
ResNet,OSULeaf,mean,euclidean,15,90,1.0,0.9019607843137255,0.0980392156862745,0.5714285714285714,0.4285714285714286
ResNet,OSULeaf,zero,dtw,15,90,1.0,0.9141274238227147,0.08587257617728528,0.5512465373961218,0.44875346260387816
ResNet,OSULeaf,zero,euclidean,15,90,1.0,0.9168900804289544,0.08310991957104563,0.5603217158176944,0.4396782841823056
ResNet,OSULeaf,mean,dtw,20,90,1.0,0.8978494623655914,0.10215053763440862,0.5806451612903226,0.4193548387096774
ResNet,OSULeaf,mean,euclidean,20,90,1.0,0.8938547486033519,0.1061452513966481,0.6145251396648045,0.3854748603351955
ResNet,OSULeaf,zero,dtw,20,90,1.0,0.9085872576177285,0.09141274238227148,0.5734072022160664,0.42659279778393355
ResNet,OSULeaf,zero,euclidean,20,90,1.0,0.8956043956043956,0.10439560439560436,0.6428571428571429,0.3571428571428571
ResNet,OSULeaf,mean,dtw,25,90,1.0,0.9293478260869565,0.07065217391304346,0.595108695652174,0.40489130434782605
ResNet,OSULeaf,mean,euclidean,25,90,1.0,0.9238845144356955,0.07611548556430447,0.6246719160104987,0.37532808398950135
ResNet,OSULeaf,zero,dtw,25,90,1.0,0.9245283018867925,0.07547169811320753,0.5983827493261455,0.40161725067385445
ResNet,OSULeaf,zero,euclidean,25,90,1.0,0.9159891598915989,0.0840108401084011,0.6233062330623306,0.3766937669376694
ResNet,OSULeaf,mean,dtw,30,90,1.0,0.9046242774566474,0.09537572254335258,0.6329479768786127,0.3670520231213873
ResNet,OSULeaf,mean,euclidean,30,90,1.0,0.9109195402298851,0.08908045977011492,0.6436781609195402,0.3563218390804598
ResNet,OSULeaf,zero,dtw,30,90,1.0,0.9122807017543859,0.08771929824561409,0.6286549707602339,0.3713450292397661
ResNet,OSULeaf,zero,euclidean,30,90,1.0,0.9096385542168675,0.09036144578313254,0.6265060240963856,0.37349397590361444
ResNet,OSULeaf,mean,dtw,35,90,1.0,0.9235294117647059,0.07647058823529407,0.6588235294117647,0.3411764705882353
ResNet,OSULeaf,mean,euclidean,35,90,1.0,0.907563025210084,0.09243697478991597,0.7030812324929971,0.29691876750700286
ResNet,OSULeaf,zero,dtw,35,90,1.0,0.9120879120879121,0.08791208791208793,0.6868131868131868,0.3131868131868132
ResNet,OSULeaf,zero,euclidean,35,90,1.0,0.9129129129129129,0.08708708708708712,0.6936936936936937,0.3063063063063063
ResNet,OSULeaf,mean,dtw,40,90,1.0,0.8861111111111111,0.11388888888888893,0.6333333333333333,0.3666666666666667
