best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0016059260815382004,1.630285620689392,1.0,0.6906474828720093,0.0010000000474974513,4923
