best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.019950443354901e-05,0.43481141328811646,1.0,0.8500000238418579,9.999999747378752e-05,886
