best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.011773818172514439,3.932161331176758,0.9938382506370544,0.7253274321556091,9.999999747378752e-05,1488
