best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.899510829796782e-06,0.6258073449134827,1.0,0.9359999895095825,9.999999747378752e-05,1492
