best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
9.935981324815657e-06,0.326693594455719,1.0,0.8500000238418579,9.999999747378752e-05,1135
